2025-07-11 23:48:01,381 | INFO | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2025-07-11 23:48:31,397 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:48:41 IST)" executed successfully
2025-07-11 23:48:33,373 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:48:41,395 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:48:51 IST)" (scheduled at 2025-07-11 23:48:41.381790+05:30)
2025-07-11 23:48:41,395 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:48:51 IST)" executed successfully
2025-07-11 23:48:43,620 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:48:51,386 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:49:01 IST)" (scheduled at 2025-07-11 23:48:51.381790+05:30)
2025-07-11 23:48:51,386 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:49:01 IST)" executed successfully
2025-07-11 23:48:53,805 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:49:01,384 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:49:11 IST)" (scheduled at 2025-07-11 23:49:01.381790+05:30)
2025-07-11 23:49:01,384 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:49:11 IST)" executed successfully
2025-07-11 23:49:04,033 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:49:11,396 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:49:21 IST)" (scheduled at 2025-07-11 23:49:11.381790+05:30)
2025-07-11 23:49:11,396 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:49:21 IST)" executed successfully
2025-07-11 23:49:14,234 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:49:21,400 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:49:31 IST)" (scheduled at 2025-07-11 23:49:21.381790+05:30)
2025-07-11 23:49:21,400 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:49:31 IST)" executed successfully
2025-07-11 23:49:24,471 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:49:31,388 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:49:41 IST)" (scheduled at 2025-07-11 23:49:31.381790+05:30)
2025-07-11 23:49:31,389 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:49:41 IST)" executed successfully
2025-07-11 23:49:34,710 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:49:41,386 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:49:51 IST)" (scheduled at 2025-07-11 23:49:41.381790+05:30)
2025-07-11 23:49:41,386 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:49:51 IST)" executed successfully
2025-07-11 23:49:44,948 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:49:51,390 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:50:01 IST)" (scheduled at 2025-07-11 23:49:51.381790+05:30)
2025-07-11 23:49:51,390 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:50:01 IST)" executed successfully
2025-07-11 23:49:55,189 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:50:01,390 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:50:11 IST)" (scheduled at 2025-07-11 23:50:01.381790+05:30)
2025-07-11 23:50:01,390 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:50:11 IST)" executed successfully
2025-07-11 23:50:05,430 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:50:11,385 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:50:21 IST)" (scheduled at 2025-07-11 23:50:11.381790+05:30)
2025-07-11 23:50:11,385 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:50:21 IST)" executed successfully
2025-07-11 23:50:15,668 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:50:35,648 | INFO | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2025-07-11 23:50:35,648 | INFO | Added job "start_background_monitoring.<locals>.monitor_users" to job store "default"
2025-07-11 23:50:35,648 | INFO | Scheduler started
2025-07-11 23:50:36,355 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getMe "HTTP/1.1 200 OK"
2025-07-11 23:50:36,545 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/deleteWebhook "HTTP/1.1 200 OK"
2025-07-11 23:50:36,559 | INFO | Scheduler started
2025-07-11 23:50:36,559 | INFO | Application started
2025-07-11 23:50:45,665 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:50:45 IST)" (scheduled at 2025-07-11 23:50:45.648523+05:30)
2025-07-11 23:50:45,665 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:50:55 IST)" executed successfully
2025-07-11 23:50:47,309 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:50:55,658 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:51:05 IST)" (scheduled at 2025-07-11 23:50:55.648523+05:30)
2025-07-11 23:50:55,658 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:51:05 IST)" executed successfully
2025-07-11 23:50:57,542 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:50:59,700 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:51:00,523 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/sendMessage "HTTP/1.1 200 OK"
2025-07-11 23:51:05,662 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:51:15 IST)" (scheduled at 2025-07-11 23:51:05.648523+05:30)
2025-07-11 23:51:06,152 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:51:15 IST)" executed successfully
2025-07-11 23:51:09,939 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:51:15,661 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:51:25 IST)" (scheduled at 2025-07-11 23:51:15.648523+05:30)
2025-07-11 23:51:15,879 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:51:25 IST)" executed successfully
2025-07-11 23:51:20,177 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:51:23,621 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:51:24,531 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/sendMessage "HTTP/1.1 200 OK"
2025-07-11 23:51:25,659 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:51:35 IST)" (scheduled at 2025-07-11 23:51:25.648523+05:30)
2025-07-11 23:51:25,765 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:51:35 IST)" executed successfully
2025-07-11 23:51:34,003 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:51:35,661 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:51:45 IST)" (scheduled at 2025-07-11 23:51:35.648523+05:30)
2025-07-11 23:51:35,783 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:51:45 IST)" executed successfully
2025-07-11 23:51:37,261 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:51:38,715 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/sendMessage "HTTP/1.1 200 OK"
2025-07-11 23:51:45,666 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:51:55 IST)" (scheduled at 2025-07-11 23:51:45.648523+05:30)
2025-07-11 23:51:45,985 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:51:55 IST)" executed successfully
2025-07-11 23:51:47,425 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:51:55,658 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:52:05 IST)" (scheduled at 2025-07-11 23:51:55.648523+05:30)
2025-07-11 23:51:55,916 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:52:05 IST)" executed successfully
2025-07-11 23:51:57,656 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:52:05,661 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:52:15 IST)" (scheduled at 2025-07-11 23:52:05.648523+05:30)
2025-07-11 23:52:05,919 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:52:15 IST)" executed successfully
2025-07-11 23:52:07,896 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:52:15,652 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:52:25 IST)" (scheduled at 2025-07-11 23:52:15.648523+05:30)
2025-07-11 23:52:15,967 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:52:25 IST)" executed successfully
2025-07-11 23:52:18,047 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:52:25,659 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:52:35 IST)" (scheduled at 2025-07-11 23:52:25.648523+05:30)
2025-07-11 23:52:25,801 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:52:35 IST)" executed successfully
2025-07-11 23:52:28,193 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:52:35,662 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:52:45 IST)" (scheduled at 2025-07-11 23:52:35.648523+05:30)
2025-07-11 23:52:35,813 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:52:45 IST)" executed successfully
2025-07-11 23:52:38,343 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:52:45,656 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:52:55 IST)" (scheduled at 2025-07-11 23:52:45.648523+05:30)
2025-07-11 23:52:45,853 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:52:55 IST)" executed successfully
2025-07-11 23:52:48,547 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:52:55,670 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:53:05 IST)" (scheduled at 2025-07-11 23:52:55.648523+05:30)
2025-07-11 23:52:55,837 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:53:05 IST)" executed successfully
2025-07-11 23:52:58,892 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:53:05,662 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:53:15 IST)" (scheduled at 2025-07-11 23:53:05.648523+05:30)
2025-07-11 23:53:05,781 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:53:15 IST)" executed successfully
2025-07-11 23:53:09,130 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:53:15,657 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:53:25 IST)" (scheduled at 2025-07-11 23:53:15.648523+05:30)
2025-07-11 23:53:15,990 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:53:25 IST)" executed successfully
2025-07-11 23:53:19,282 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:53:25,655 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:53:35 IST)" (scheduled at 2025-07-11 23:53:25.648523+05:30)
2025-07-11 23:53:25,776 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:53:35 IST)" executed successfully
2025-07-11 23:53:29,507 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:53:35,649 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:53:45 IST)" (scheduled at 2025-07-11 23:53:35.648523+05:30)
2025-07-11 23:53:35,752 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:53:45 IST)" executed successfully
2025-07-11 23:53:39,745 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:53:45,664 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:53:55 IST)" (scheduled at 2025-07-11 23:53:45.648523+05:30)
2025-07-11 23:53:45,787 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:53:55 IST)" executed successfully
2025-07-11 23:53:49,899 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:53:55,664 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:54:05 IST)" (scheduled at 2025-07-11 23:53:55.648523+05:30)
2025-07-11 23:53:57,013 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:54:05 IST)" executed successfully
2025-07-11 23:54:00,328 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:54:05,660 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:54:15 IST)" (scheduled at 2025-07-11 23:54:05.648523+05:30)
2025-07-11 23:54:05,953 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:54:15 IST)" executed successfully
2025-07-11 23:54:10,567 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:54:15,677 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:54:25 IST)" (scheduled at 2025-07-11 23:54:15.648523+05:30)
2025-07-11 23:54:15,976 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:54:25 IST)" executed successfully
2025-07-11 23:54:20,716 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:54:25,655 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:54:35 IST)" (scheduled at 2025-07-11 23:54:25.648523+05:30)
2025-07-11 23:54:25,755 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:54:35 IST)" executed successfully
2025-07-11 23:54:30,945 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:54:35,662 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:54:45 IST)" (scheduled at 2025-07-11 23:54:35.648523+05:30)
2025-07-11 23:54:35,776 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:54:45 IST)" executed successfully
2025-07-11 23:54:41,108 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:54:45,729 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:54:55 IST)" (scheduled at 2025-07-11 23:54:45.648523+05:30)
2025-07-11 23:54:45,999 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:54:55 IST)" executed successfully
2025-07-11 23:54:51,323 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:54:55,660 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:55:05 IST)" (scheduled at 2025-07-11 23:54:55.648523+05:30)
2025-07-11 23:54:56,029 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:55:05 IST)" executed successfully
2025-07-11 23:55:01,477 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:55:05,659 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:55:15 IST)" (scheduled at 2025-07-11 23:55:05.648523+05:30)
2025-07-11 23:55:06,027 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:55:15 IST)" executed successfully
2025-07-11 23:55:11,913 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:55:15,745 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:55:25 IST)" (scheduled at 2025-07-11 23:55:15.648523+05:30)
2025-07-11 23:55:15,966 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:55:25 IST)" executed successfully
2025-07-11 23:55:22,103 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:55:25,959 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:55:35 IST)" (scheduled at 2025-07-11 23:55:25.648523+05:30)
2025-07-11 23:55:26,072 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:55:35 IST)" executed successfully
2025-07-11 23:55:32,260 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:55:35,926 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:55:45 IST)" (scheduled at 2025-07-11 23:55:35.648523+05:30)
2025-07-11 23:55:36,550 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:55:45 IST)" executed successfully
2025-07-11 23:55:42,776 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:55:45,880 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:55:55 IST)" (scheduled at 2025-07-11 23:55:45.648523+05:30)
2025-07-11 23:55:46,469 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:55:55 IST)" executed successfully
